model,json_file,section,BERTScore_F1,BERTScore_P,BERTScore_R,F,R,A,C,U
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,model_details,0.3765425682067871,0.362621545791626,0.38779982924461365,5,5,5,5,5
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,intended_use,0.24291884899139404,0.35074296593666077,0.15531125664710999,5,5,5,5,5
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,generative_capabilities,0.2677445113658905,0.3422631621360779,0.2017488032579422,5,5,5,5,5
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,safety_considerations,-0.12505872547626495,-0.05952378734946251,-0.17925894260406494,1,5,1,5,1
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,training_data,0.2695100009441376,0.344350665807724,0.20327123999595642,5,5,5,5,5
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,performance_metrics,0.30569764971733093,0.36192086338996887,0.2530617117881775,5,5,5,5,5
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,ethical_considerations,-0.11926589161157608,-0.05326966196298599,-0.17388130724430084,1,5,1,5,1
hishab/titulm-llama-3.2-1b-v1.1,ez2nx1wv.json,caveats_recommendations,0.24366992712020874,0.2963741719722748,0.19394230842590332,5,5,5,5,5
facebook/mms-tts-nld,bd4bepej.json,model_details,0.4120449423789978,0.40743473172187805,0.4138408899307251,4,5,5,5,4
facebook/mms-tts-nld,bd4bepej.json,intended_use,0.30034342408180237,0.43976837396621704,0.192849799990654,5,5,5,5,5
facebook/mms-tts-nld,bd4bepej.json,generative_capabilities,0.32475531101226807,0.3786402940750122,0.2738970220088959,4,5,4,5,5
facebook/mms-tts-nld,bd4bepej.json,safety_considerations,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,bd4bepej.json,training_data,0.2911234200000763,0.2916300892829895,0.2872103452682495,5,5,5,5,5
facebook/mms-tts-nld,bd4bepej.json,performance_metrics,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,4,5,4,5,5
facebook/mms-tts-nld,bd4bepej.json,ethical_considerations,-0.15452603995800018,-0.09370188415050507,-0.20526579022407532,1,5,1,5,1
facebook/mms-tts-nld,bd4bepej.json,caveats_recommendations,-0.16674178838729858,-0.10789971053600311,-0.2160302996635437,4,5,4,5,4
facebook/mms-tts-nld,zhyapdsw.json,model_details,0.3973037898540497,0.3773130476474762,0.4151451885700226,4,5,4,5,4
facebook/mms-tts-nld,zhyapdsw.json,intended_use,-0.16251574456691742,-0.10320916026830673,-0.2121804803609848,1,5,1,5,1
facebook/mms-tts-nld,zhyapdsw.json,generative_capabilities,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,zhyapdsw.json,safety_considerations,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,zhyapdsw.json,training_data,0.29722484946250916,0.321651428937912,0.2709358036518097,5,5,5,5,5
facebook/mms-tts-nld,zhyapdsw.json,performance_metrics,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,zhyapdsw.json,ethical_considerations,-0.15452603995800018,-0.09370188415050507,-0.20526579022407532,1,5,1,5,1
facebook/mms-tts-nld,zhyapdsw.json,caveats_recommendations,-0.16674178838729858,-0.10789971053600311,-0.2160302996635437,1,5,1,5,1
facebook/mms-tts-nld,zp6swk2r.json,model_details,0.4025292992591858,0.4854240119457245,0.32949134707450867,4,5,4,5,4
facebook/mms-tts-nld,zp6swk2r.json,intended_use,0.24253728985786438,0.42899012565612793,0.1133161187171936,1,5,1,5,1
facebook/mms-tts-nld,zp6swk2r.json,generative_capabilities,0.18792824447155,0.29086989164352417,0.10441209375858307,1,5,1,5,1
facebook/mms-tts-nld,zp6swk2r.json,safety_considerations,0.12994281947612762,0.22702379524707794,0.05119333788752556,1,5,1,5,1
facebook/mms-tts-nld,zp6swk2r.json,training_data,0.23764081299304962,0.3309426009654999,0.15926562249660492,5,5,5,5,5
facebook/mms-tts-nld,zp6swk2r.json,performance_metrics,0.14218558371067047,0.24801406264305115,0.058004338294267654,1,5,1,5,1
facebook/mms-tts-nld,zp6swk2r.json,caveats_recommendations,0.21124956011772156,0.3106923997402191,0.1294201761484146,1,5,1,5,1
facebook/mms-tts-nld,v239moft.json,model_details,0.48158228397369385,0.472004234790802,0.48879703879356384,4,5,4,4,4
facebook/mms-tts-nld,v239moft.json,intended_use,0.311526358127594,0.4695981442928314,0.1935078203678131,3,5,3,5,3
facebook/mms-tts-nld,v239moft.json,generative_capabilities,0.0016493642469868064,0.20321977138519287,-0.11754938215017319,1,5,1,5,1
facebook/mms-tts-nld,v239moft.json,safety_considerations,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,v239moft.json,training_data,0.28080159425735474,0.3176382780075073,0.243792325258255,3,5,3,4,3
facebook/mms-tts-nld,v239moft.json,performance_metrics,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,v239moft.json,ethical_considerations,-0.15452603995800018,-0.09370188415050507,-0.20526579022407532,1,5,1,5,1
facebook/mms-tts-nld,v239moft.json,caveats_recommendations,-0.16674178838729858,-0.10789971053600311,-0.2160302996635437,1,5,1,5,1
facebook/mms-tts-nld,6yriaddu.json,model_details,0.25376108288764954,0.31334152817726135,0.19875796139240265,2,5,2,3,2
facebook/mms-tts-nld,6yriaddu.json,intended_use,0.27514466643333435,0.4431040585041046,0.15334612131118774,3,5,3,5,3
facebook/mms-tts-nld,6yriaddu.json,generative_capabilities,0.1373101770877838,0.28948354721069336,0.02900094725191593,2,5,2,4,2
facebook/mms-tts-nld,6yriaddu.json,safety_considerations,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,2,5,2,4,2
facebook/mms-tts-nld,6yriaddu.json,training_data,0.28993383049964905,0.36588990688323975,0.22273372113704681,2,5,2,4,2
facebook/mms-tts-nld,6yriaddu.json,performance_metrics,0.21195264160633087,0.2821665108203888,0.1494790017604828,3,5,3,4,3
facebook/mms-tts-nld,6yriaddu.json,ethical_considerations,-0.15452603995800018,-0.09370188415050507,-0.20526579022407532,1,5,1,5,1
facebook/mms-tts-nld,6yriaddu.json,caveats_recommendations,-0.16674178838729858,-0.10789971053600311,-0.2160302996635437,1,5,1,5,1
facebook/mms-tts-nld,r82c06xq.json,model_details,0.3347129821777344,0.5041096806526184,0.2099548727273941,2,5,2,4,2
facebook/mms-tts-nld,r82c06xq.json,intended_use,0.3225751519203186,0.4780694544315338,0.2055765837430954,3,5,3,5,3
facebook/mms-tts-nld,r82c06xq.json,generative_capabilities,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,r82c06xq.json,safety_considerations,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,1,5,1,5,1
facebook/mms-tts-nld,r82c06xq.json,training_data,0.27136537432670593,0.3337786793708801,0.21415479481220245,3,5,3,4,3
facebook/mms-tts-nld,r82c06xq.json,performance_metrics,0.17592623829841614,0.24849994480609894,0.11215775460004807,3,5,3,4,3
facebook/mms-tts-nld,r82c06xq.json,ethical_considerations,-0.15452603995800018,-0.09370188415050507,-0.20526579022407532,1,5,1,5,1
facebook/mms-tts-nld,r82c06xq.json,caveats_recommendations,-0.16674178838729858,-0.10789971053600311,-0.2160302996635437,1,5,1,5,1
facebook/mms-tts-nld,9jb354my.json,model_details,0.4120449423789978,0.40743473172187805,0.4138408899307251,4,5,4,5,4
facebook/mms-tts-nld,9jb354my.json,intended_use,0.30034342408180237,0.43976837396621704,0.192849799990654,4,5,4,5,4
facebook/mms-tts-nld,9jb354my.json,generative_capabilities,0.32475531101226807,0.3786402940750122,0.2738970220088959,5,5,5,5,5
facebook/mms-tts-nld,9jb354my.json,safety_considerations,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,2,5,2,4,2
facebook/mms-tts-nld,9jb354my.json,training_data,0.2911234200000763,0.2916300892829895,0.2872103452682495,5,5,5,5,5
facebook/mms-tts-nld,9jb354my.json,performance_metrics,-0.15838143229484558,-0.09883391112089157,-0.2082921266555786,2,5,2,4,2
facebook/mms-tts-nld,9jb354my.json,ethical_considerations,-0.15452603995800018,-0.09370188415050507,-0.20526579022407532,1,5,1,5,1
facebook/mms-tts-nld,9jb354my.json,caveats_recommendations,0.1735791116952896,0.35021355748176575,0.05226491019129753,2,5,2,4,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,model_details,0.24455606937408447,0.2475481927394867,0.23797951638698578,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,intended_use,0.17103996872901917,0.22635695338249207,0.11963599175214767,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,generative_capabilities,0.18640318512916565,0.2492983192205429,0.1293545961380005,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,safety_considerations,0.18529851734638214,0.2005087286233902,0.16693232953548431,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,training_data,0.1631566882133484,0.22758245468139648,0.10519447922706604,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,performance_metrics,0.19133955240249634,0.22280007600784302,0.15876051783561707,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,ethical_considerations,0.05551450327038765,0.1525883972644806,-0.021408017724752426,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,pe46aexl.json,caveats_recommendations,0.09873104840517044,0.210023432970047,0.012667655944824219,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,model_details,0.2443016618490219,0.24758490920066833,0.23743988573551178,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,intended_use,-0.16623631119728088,-0.09278951585292816,-0.22338712215423584,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,generative_capabilities,0.19793438911437988,0.31689172983169556,0.1047864556312561,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,safety_considerations,0.1832539290189743,0.19681522250175476,0.16639047861099243,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,training_data,0.16815896332263947,0.23969309031963348,0.10518719255924225,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,performance_metrics,0.18810385465621948,0.21692249178886414,0.15775544941425323,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,ethical_considerations,0.042022351175546646,0.15854695439338684,-0.04486847668886185,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,68j0nmeo.json,caveats_recommendations,0.1279102861881256,0.18346667289733887,0.07658606022596359,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,model_details,0.3209296464920044,0.47505152225494385,0.20472419261932373,2,5,2,3,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,intended_use,0.06254850327968597,0.3752750754356384,-0.09435311704874039,3,5,3,4,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,generative_capabilities,0.1373293101787567,0.26315078139305115,0.04222046211361885,2,5,2,4,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,safety_considerations,-0.16096775233745575,-0.08870305120944977,-0.21770745515823364,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,training_data,0.17853742837905884,0.47866907715797424,0.011897580698132515,2,5,2,3,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,performance_metrics,0.09031663089990616,0.22390282154083252,-0.0069968001917004585,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,ethical_considerations,-0.15562786161899567,-0.0873558446764946,-0.21044807136058807,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,q4yrp5ge.json,caveats_recommendations,0.030558830127120018,0.21173572540283203,-0.08382689952850342,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,model_details,0.2598818242549896,0.3638559877872467,0.17434117197990417,3,5,3,4,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,intended_use,0.16210469603538513,0.31125566363334656,0.054183896631002426,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,generative_capabilities,0.14284224808216095,0.2550615668296814,0.05499289184808731,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,safety_considerations,0.1220867708325386,0.19276951253414154,0.06021491065621376,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,training_data,0.13664798438549042,0.31108060479164124,0.01827104575932026,3,5,3,4,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,performance_metrics,0.16684460639953613,0.22169803082942963,0.1158076673746109,2,5,2,4,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,ethical_considerations,-0.15562786161899567,-0.0873558446764946,-0.21044807136058807,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,094d6rup.json,caveats_recommendations,0.11025456339120865,0.2004365622997284,0.036081768572330475,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,model_details,0.1930016130208969,0.24689462780952454,0.1425568163394928,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,intended_use,-0.0024658574257045984,0.2097262591123581,-0.12468374520540237,2,5,2,4,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,generative_capabilities,0.15238773822784424,0.27347975969314575,0.05934033915400505,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,safety_considerations,-0.16096775233745575,-0.08870305120944977,-0.21770745515823364,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,training_data,0.1283649057149887,0.2673489451408386,0.026837507262825966,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,performance_metrics,0.023443404585123062,0.1828123778104782,-0.08197566121816635,2,5,2,4,2
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,ethical_considerations,-0.15562786161899567,-0.0873558446764946,-0.21044807136058807,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,w2w5506r.json,caveats_recommendations,0.04718156158924103,0.21143896877765656,-0.061704378575086594,3,5,3,4,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,model_details,0.2548238933086395,0.3766500949859619,0.15858639776706696,3,5,3,3,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,intended_use,0.15377648174762726,0.4416910707950592,-0.006741046439856291,3,5,3,4,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,generative_capabilities,0.2110094577074051,0.41695263981819153,0.07498019933700562,4,5,4,5,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,safety_considerations,-0.16096775233745575,-0.08870305120944977,-0.21770745515823364,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,training_data,0.1670302450656891,0.2739922106266022,0.08158617466688156,4,5,4,4,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,performance_metrics,0.1539623886346817,0.2655118405818939,0.06619367748498917,3,5,3,4,3
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,ethical_considerations,-0.15562786161899567,-0.0873558446764946,-0.21044807136058807,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,r5pcxa5s.json,caveats_recommendations,-0.17186196148395538,-0.0959901362657547,-0.23000748455524445,1,5,1,5,1
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,model_details,0.24627646803855896,0.2497117966413498,0.23927581310272217,4,5,4,4,4
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,intended_use,0.17103996872901917,0.22635695338249207,0.11963599175214767,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,generative_capabilities,0.20262503623962402,0.24476441740989685,0.1612875759601593,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,safety_considerations,0.18529851734638214,0.2005087286233902,0.16693232953548431,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,training_data,0.1631566882133484,0.22758245468139648,0.10519447922706604,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,performance_metrics,0.19133955240249634,0.22280007600784302,0.15876051783561707,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,ethical_considerations,0.07248218357563019,0.15406467020511627,0.004327709320932627,5,5,5,5,5
blockblockblock/Yi-1.5-34B-Chat-bpw2.25-exl2,00i85syw.json,caveats_recommendations,0.10004950314760208,0.20021897554397583,0.020192980766296387,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,model_details,0.3210926949977875,0.22947700321674347,0.4329977035522461,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,intended_use,0.23674803972244263,0.31591370701789856,0.16780529916286469,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,generative_capabilities,0.2104567140340805,0.21790486574172974,0.19942782819271088,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,safety_considerations,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,4,5,4,4,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,training_data,0.2952406704425812,0.2722184658050537,0.3160015046596527,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,performance_metrics,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,ethical_considerations,-0.15202149748802185,-0.09451302886009216,-0.20091179013252258,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,p0rxxf36.json,caveats_recommendations,-0.1551305502653122,-0.09218741953372955,-0.2070481777191162,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,model_details,0.3828451335430145,0.3308475911617279,0.43802645802497864,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,intended_use,0.20989015698432922,0.26794153451919556,0.15624725818634033,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,generative_capabilities,0.13128893077373505,0.17446382343769073,0.08927193284034729,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,safety_considerations,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,training_data,0.2784893810749054,0.28652018308639526,0.2672062814235687,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,performance_metrics,0.1009945347905159,0.12582863867282867,0.0739104226231575,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,ethical_considerations,-0.15202149748802185,-0.09451302886009216,-0.20091179013252258,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,wa7sqrf1.json,caveats_recommendations,-0.1551305502653122,-0.09218741953372955,-0.2070481777191162,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,model_details,0.5558238625526428,0.5593889951705933,0.550155758857727,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,intended_use,0.08349420875310898,0.20311938226222992,-0.006509410683065653,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,generative_capabilities,0.25994834303855896,0.3938297629356384,0.15668843686580658,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,safety_considerations,0.17364095151424408,0.2027316838502884,0.14304162561893463,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,training_data,0.23109745979309082,0.339779794216156,0.1432071328163147,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,performance_metrics,0.1350434273481369,0.17726069688796997,0.09376413375139236,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,ethical_considerations,0.09911063313484192,0.15154869854450226,0.05024867132306099,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,llkstn3c.json,caveats_recommendations,0.28307682275772095,0.37714529037475586,0.2035457193851471,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,model_details,0.4481782019138336,0.4213610887527466,0.4737097918987274,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,intended_use,0.2771108150482178,0.37350577116012573,0.196138396859169,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,generative_capabilities,0.22442077100276947,0.2901596128940582,0.1650467813014984,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,safety_considerations,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,training_data,0.24256958067417145,0.3309210240840912,0.16736498475074768,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,performance_metrics,-0.07852274924516678,0.0006624627276323736,-0.14165951311588287,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,ethical_considerations,-0.15202149748802185,-0.09451302886009216,-0.20091179013252258,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,pudrl90a.json,caveats_recommendations,0.3274780809879303,0.3036762475967407,0.3492220342159271,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,model_details,0.23504401743412018,0.3067915141582489,0.1712876707315445,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,intended_use,0.030047854408621788,0.11728943139314651,-0.04058466851711273,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,generative_capabilities,0.1680469512939453,0.2331482470035553,0.10956479609012604,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,safety_considerations,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,training_data,0.21642200648784637,0.31764188408851624,0.13339321315288544,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,performance_metrics,0.20788224041461945,0.22892950475215912,0.18433600664138794,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,ethical_considerations,-0.15202149748802185,-0.09451302886009216,-0.20091179013252258,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,obt328w6.json,caveats_recommendations,-0.1551305502653122,-0.09218741953372955,-0.2070481777191162,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,model_details,0.4494839310646057,0.40370243787765503,0.49696677923202515,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,intended_use,0.13093455135822296,0.24525529146194458,0.04224840924143791,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,generative_capabilities,0.24074327945709229,0.3207454979419708,0.17118404805660248,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,safety_considerations,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,training_data,0.23210559785366058,0.30183711647987366,0.16980580985546112,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,performance_metrics,0.16578379273414612,0.19224849343299866,0.1374102383852005,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,ethical_considerations,-0.15202149748802185,-0.09451302886009216,-0.20091179013252258,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,uxqm334l.json,caveats_recommendations,-0.1551305502653122,-0.09218741953372955,-0.2070481777191162,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,model_details,0.3210926949977875,0.22947700321674347,0.4329977035522461,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,intended_use,0.23674803972244263,0.31591370701789856,0.16780529916286469,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,generative_capabilities,0.2104567140340805,0.21790486574172974,0.19942782819271088,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,safety_considerations,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,4,5,4,4,4
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,training_data,0.2952406704425812,0.2722184658050537,0.3160015046596527,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,performance_metrics,-0.15115642547607422,-0.09088873863220215,-0.20166648924350739,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,ethical_considerations,-0.15202149748802185,-0.09451302886009216,-0.20091179013252258,5,5,5,5,5
HuanjinYao/Mulberry_qwen2vl_7b,1vznqdxa.json,caveats_recommendations,-0.1551305502653122,-0.09218741953372955,-0.2070481777191162,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,model_details,0.16285370290279388,0.15052445232868195,0.17145410180091858,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,intended_use,0.07903078198432922,0.24700604379177094,-0.033314455300569534,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,generative_capabilities,0.22643941640853882,0.250886470079422,0.1999434381723404,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,safety_considerations,0.25213104486465454,0.22405117750167847,0.2784549593925476,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,training_data,0.17535707354545593,0.2333422154188156,0.12195691466331482,5,5,5,5,5
codellama/CodeLlama-13b-Python-hf,mw2tnd6r.json,performance_metrics,0.23536375164985657,0.24032442271709442,0.22683297097682953,5,5,5,5,5
